Score,Lineup,score2
11.0,"['8', '2', '1', '5', '9', '6', '11', '7', '19']",5.700003699425678
1.0,"['8', '2', '10', '9', '19', '14', '7', '4', '12']",4.5298022890085985
6.0,"['8', '2', '1', '5', '9', '11', '19', '7', '4']",5.643427613624766
6.0,"['8', '2', '1', '5', '9', '6', '11', '7', '4']",6.066808776262824
6.0,"['10', '11', '9', '6', '19', '7', '14', '18', '12']",3.9538684535271393
8.0,"['8', '2', '1', '9', '14', '5', '10', '19', '4']",5.243941659773659
3.0,"['8', '2', '1', '5', '9', '6', '11', '7', '4']",6.066808776262824
2.0,"['8', '2', '5', '9', '6', '11', '7', '4', '12']",5.443931581683894
7.0,"['8', '2', '1', '9', '5', '14', '10', '7', '19']",5.6701357638481955
1.0,"['8', '2', '1', '9', '14', '10', '19', '7', '4']",5.0983167699480925
7.0,"['8', '2', '5', '9', '7', '4', '6', '11', '12']",5.432098098160802
3.0,"['8', '2', '1', '5', '9', '7', '10', '11', '4']",6.347382435374667
1.0,"['8', '2', '5', '9', '11', '19', '7', '4', '12']",5.04552761073017
11.0,"['10', '2', '1', '5', '7', '19', '6', '18', '14']",4.819447694664951
8.0,"['8', '2', '1', '5', '9', '11', '7', '6', '4']",6.077219938278608
5.0,"['8', '2', '5', '9', '11', '10', '6', '19', '12']",5.050466470838973
6.0,"['8', '2', '1', '9', '11', '6', '19', '7', '4']",5.121726079446809
1.0,"['8', '2', '5', '9', '11', '7', '10', '6', '12']",5.792970201951603
5.0,"['8', '2', '1', '9', '5', '10', '14', '7', '19']",5.669936394829819
,[],6.79270534074326e-310
,"['8', '2', '1', '5', '9', '11', '7', '7', '4']",6.4787577165217
