Score,Lineup,score2
7.0,"['6', '1', '12', '14', '4', '15', '3', '10', '8']",4.485854910364052
2.0,"['15', '1', '12', '4', '8', '7', '13', '10', '3']",4.145959566311373
2.0,"['6', '1', '12', '14', '4', '15', '13', '3', '10']",4.659092942433939
7.0,"['6', '1', '12', '15', '4', '14', '10', '3', '8']",4.48616033957176
4.0,"['6', '1', '12', '14', '4', '15', '3', '10', '8']",4.485854910364052
8.0,"['6', '1', '12', '14', '4', '2', '15', '3', '10']",4.630844694916895
9.0,"['14', '1', '12', '15', '4', '2', '10', '3', '8']",4.256604717943958
3.0,"['14', '1', '12', '15', '4', '10', '13', '3', '8']",4.269924036921291
12.0,"['15', '1', '12', '4', '20', '10', '8', '14', '7']",4.444513500368657
3.0,"['14', '1', '12', '15', '4', '20', '3', '10', '8']",4.368901229111982
0.0,"['10', '1', '12', '4', '20', '8', '13', '14', '7']",4.386745594537981
4.0,"['14', '1', '4', '2', '20', '10', '3', '8', '7']",4.0298002600115
5.0,"['6', '1', '12', '14', '4', '15', '2', '3', '10']",4.634958750114217
9.0,"['14', '1', '12', '15', '4', '2', '20', '3', '8']",4.417473049037259
1.0,"['15', '1', '12', '4', '20', '10', '8', '13', '16']",4.5694039485587306
0.0,"['14', '1', '12', '15', '4', '2', '20', '3', '8']",4.417473049037259
7.0,"['15', '1', '12', '4', '20', '8', '14', '10', '16']",4.644352591988989
8.0,"['15', '1', '12', '4', '20', '8', '14', '10', '16']",4.644352591988989
6.0,"['14', '1', '15', '4', '2', '10', '13', '3', '16']",4.333049412307508
16.0,"['6', '1', '12', '15', '14', '4', '20', '3', '16']",4.870046785798236
4.0,"['6', '1', '12', '15', '4', '20', '14', '10', '16']",5.0384230579600455
1.0,"['6', '1', '12', '15', '14', '4', '20', '3', '8']",4.646287133941727
1.0,"['6', '1', '12', '15', '14', '4', '20', '3', '8']",4.646287133941727
3.0,"['14', '1', '8', '13', '2', '10', '16', '5', '3']",3.9861589376314903
3.0,"['6', '1', '12', '15', '4', '2', '20', '3', '19']",4.832369876379035
4.0,"['6', '1', '12', '14', '4', '20', '19', '13', '3']",4.831754537591969
6.0,"['15', '1', '12', '4', '20', '8', '13', '10', '16']",4.594558185317606
4.0,"['6', '1', '12', '15', '4', '20', '19', '8', '3']",4.738796167712493
,[],0.0
,"['6', '1', '4', '2', '4', '5', '3', '3', '7']",4.143909941863979
